token,count_total,example_contexts,chapters_seen
catiyagaa't,1,"Humihingi ang panucala ninyo na ang ibang tao ang gumawa, sa pagka't upang mayari, hindi lamang sala...",25
nacatanim,1,"Humihingi ang panucala ninyo na ang ibang tao ang gumawa, sa pagka't upang mayari, hindi lamang sala...",25
macapanglulupaypa'y,1,Napag-uunawa ni Ibarra ang cahalagahan ng mga salitang ito; datapwat hindi siya macapanglulupaypa'y;...,25
pinacabacod,1,Isang hanging malamig na pangunahin ng timog ang siyang humihihip; nalalatag sa mga mata niya ang ha...,25
Pagcahumihihip,1,"—Pagcahumihihip ang hangin at ipinagwawagwagan siya, ang ginagawa niya'y yumuyucod, anaki'y itinatag...",25
pagcatuwid,1,"Kung manatili ang puno ng rosa sa pagcatuwid, siya'y mababali, isasabog ng hangin ang mga bulaclac a...",25
Pagcaraan,1,"Pagcaraan ng hangin, nananag-uli ang puno ng rosa sa pagtuwid, at ipinagmamalaki ang canyang cayaman...",25
macacapipintas,1,"Pagcaraan ng hangin, nananag-uli ang puno ng rosa sa pagtuwid, at ipinagmamalaki ang canyang cayaman...",25
caitaasang,1,"Tan-awain po ninyo roon ang lubhang mayabong na kahoy na ""cupang"" na iyon, na iguinagalaw ng boong c...",25
nacacacapit,1,"Kung dinala ko rito ang kahoy na iyang malaki na't sagana sa buhay, wala ngang salang hindi sana siy...",25
inacat,1,"Ganyan din po naman ang maguiguing wacas ninyo, halamang inacat na nanggaling sa Europa at inilipat ...",25
magpapacaliit,1,"Ganyan din po naman ang maguiguing wacas ninyo, halamang inacat na nanggaling sa Europa at inilipat ...",25
maruruclay,1,"Masama po ang inyong kalagayan, kayo'y nag-iisa, mataas; umuuga ang lupa, nagbabalita ang langit ng ...",25
capangahasang,1,"Hindi catapangan, kung di capangahasang tacsil ang mag-isang makihamoc sa boong casalucuyang naririt...",25
makihamoc,1,"Hindi catapangan, kung di capangahasang tacsil ang mag-isang makihamoc sa boong casalucuyang naririt...",25
icalalago,1,"¿Tunay nga cayang tutulong sila sa akin sa icalalago ng pagpapaaral sa mga bata, na siyang makikipan...",25
magpacunwari,1,"¿Hindi kaya mangyaring sila'y magpacunwari ng pakikipag-ibigan, magpaimbabaw ng pagtatangkilic, at s...",25
iniacala,1,¡Alinsunod sa iniacala po ninyong mga anyo'y maaasahang mangyayari ang lahat!...,25
macasagot,1,Nanatili ang matandang lalaki sa hindi pag-imic at hindi macasagot....,25
macaaaliw,1,"—Kung gayon ang mangyari, kung maluoy ang inyong panucala, macaaaliw sa inyong hapis ang pagcaalam n...",25
cahinatna'y,1,"—Kung gayon ang mangyari, kung maluoy ang inyong panucala, macaaaliw sa inyong hapis ang pagcaalam n...",25
pagcalampas,1,"—Kung gayon ang mangyari, kung maluoy ang inyong panucala, macaaaliw sa inyong hapis ang pagcaalam n...",25
macapagpalacas,1,Mangyayaring macapagpalacas ng loob ang gayong uliran sa mga ibang nangatatacot lamang magpasimula....,25
catwiran,1,"Pinaglininglining ni Ibarra ang mga catuwirang ito, napagmasid ang canyang kalagayan at napagwaring ...",25
pagcamahiliguin,1,"Pinaglininglining ni Ibarra ang mga catuwirang ito, napagmasid ang canyang kalagayan at napagwaring ...",25
pinacahigpit,1,"—ang biglang sinabi, at pinacahigpit ni Ibarra ang kamay ng matandang lalaki....",25
bubucsan,1,"Ngayon din ay paparoon ako sa cura't aking bubucsan sa kanya ang nilalaman ng aking puso, sa pagka't...",25
Capalarang,1,—ang ibinulong ng mapag-isip ng mapapanglaw na filosofo; na sinusundan si Ibarra ng canyang tanaw;—h...,25
damascong,1,"Iniiwan ang caugaliang anyo sa araw-araw, at gumagamit ang bayan ng isang walang cahulilip na casipa...",26
cagalacan,1,"Iniiwan ang caugaliang anyo sa araw-araw, at gumagamit ang bayan ng isang walang cahulilip na casipa...",26
nangacalagay,1,"Sarisaring minatamis na mga bungang kahoy rito ang nangacalagay sa mga ""dulcerang"" (lalagyan ng mata...",26
dulcerang,1,"Sarisaring minatamis na mga bungang kahoy rito ang nangacalagay sa mga ""dulcerang"" (lalagyan ng mata...",26
cumacacac,1,""" Sumisiap sa ""patio"" ang mga sisiw, cumacacac ang mga inahing manoc, humagukhoc ang mga baboy, na n...",26
humagukhoc,1,""" Sumisiap sa ""patio"" ang mga sisiw, cumacacac ang mga inahing manoc, humagukhoc ang mga baboy, na n...",26
Nagmamanhic,1,"Nagmamanhic manaog ang mga alilang may mga dalang doradang ""vagilia"" (sasisaring bagay na lalagyan n...",26
pagcabasag,1,"Nagmamanhic manaog ang mga alilang may mga dalang doradang ""vagilia"" (sasisaring bagay na lalagyan n...",26
nangagbabalacbalac,1,"Nagmamanhic manaog ang mga alilang may mga dalang doradang ""vagilia"" (sasisaring bagay na lalagyan n...",26
natiticman,1,"Ang mga mayayaman, ang mga nacakita ng higuit kay sa mga iba, palibhasa'y nangaparoon sa Maynila, na...",26
lagoc,1,"Ang mga mayayaman, ang mga nacakita ng higuit kay sa mga iba, palibhasa'y nangaparoon sa Maynila, na...",26
kinatutusucan,1,"Sa dakong gitna'y naroroon ang isang ""pinya-pinyahang"" kinatutusucan ng mga panghiningang marikit na...",26
chicos,1,"—Sa magcabilang tabi ng pinyang ito, na tinatawag na ""palillera"", nacalagay sa mga cristal na ""frute...",26
nacahayin,1,Saka sa manga bandeja sa ibabaw ng mga papel na may burdang inukit at may mga pintang makikinang na ...,26
nacadibujong,1,Saka sa manga bandeja sa ibabaw ng mga papel na may burdang inukit at may mga pintang makikinang na ...,26
achara,1,Saka sa manga bandeja sa ibabaw ng mga papel na may burdang inukit at may mga pintang makikinang na ...,26
pagcacahiwa,1,Saka sa manga bandeja sa ibabaw ng mga papel na may burdang inukit at may mga pintang makikinang na ...,26
naglalagac,1,"Linilinis ang mga globong vidrio, na pinagmanamana ng mga ama't ng mga anak, pinakikintab ang mga ta...",26
lamoc,1,"Linilinis ang mga globong vidrio, na pinagmanamana ng mga ama't ng mga anak, pinakikintab ang mga ta...",26
cumacalansing,1,"Linilinis ang mga globong vidrio, na pinagmanamana ng mga ama't ng mga anak, pinakikintab ang mga ta...",26
pagcacatapyas,1,"Linilinis ang mga globong vidrio, na pinagmanamana ng mga ama't ng mga anak, pinakikintab ang mga ta...",26
nangagcacatuwaan,1,"Ang mga bata'y nangaglalaro, nangagcacatuwaan, hinahabol ang maniningning na mga culay, nangatitisod...",26
nacacagambala,1,"Ang mga bata'y nangaglalaro, nangagcacatuwaan, hinahabol ang maniningning na mga culay, nangatitisod...",26
crochet,1,"Lumalabas, na gaya rin ng mga cagalang-galang na mga lamparang ito, sa mga pinagtataguan, ang mga pi...",26
pagcacayari,1,"Lumalabas, na gaya rin ng mga cagalang-galang na mga lamparang ito, sa mga pinagtataguan, ang mga pi...",26
coral,1,"Lumalabas, na gaya rin ng mga cagalang-galang na mga lamparang ito, sa mga pinagtataguan, ang mga pi...",26
Cumikintab,1,Cumikintab na parang salamin ang tabla ng bahay; mga cortinang jusi o piña ang mga pamuti ng mga pin...,26
nangagsisigayac,1,Cumikintab na parang salamin ang tabla ng bahay; mga cortinang jusi o piña ang mga pamuti ng mga pin...,26
nagcacatuladtulad,1,"Nangagtatayo sa mga daan, sa layong halos nagcacatuladtulad, ng maiinam na mga arcong cawayang binur...",26
sincaban,1,"Nangagtatayo sa mga daan, sa layong halos nagcacatuladtulad, ng maiinam na mga arcong cawayang binur...",26
caluscos,1,"Nangagtatayo sa mga daan, sa layong halos nagcacatuladtulad, ng maiinam na mga arcong cawayang binur...",26
tucod,1,"Sa paliguid ng patio ng simbaha'y naroon ang malaking toldang pinagcagugulan ng mainam, na mga puno ...",26
aacayatan,1,"Sa ilalim ng toldang ito'y nangaglalaro ang mga bata, nangagtatacbuhan, nangag-aacayatan, nangaglulu...",26
kasangcapa'y,1,"Nangagtayo doon sa plaza ng tablado, palabasan ng comediang ang mga guinamit na kasangcapa'y cawayan...",26
Liceria,1,"Diyan magsasaysay ng mga cahangahanga ang comediang Tundo, at makikipag-unahan sa mga dios sa cababa...",26
nangagsusumicap,1,Kinalulugdan ng Filipino ang teatro at nangagsusumicap ng pagdalo sa mga guinagawang palabas na mga ...,26
mimica,1,Kinalulugdan ng Filipino ang teatro at nangagsusumicap ng pagdalo sa mga guinagawang palabas na mga ...,26
pumapacpac,1,Kinalulugdan ng Filipino ang teatro at nangagsusumicap ng pagdalo sa mga guinagawang palabas na mga ...,26
pagcacadalawang,1,Ng una'y walang pinalalabas kung hindi mga drama lamang; gumagawa ang poeta ng bayan ng isang cathan...,26
camalam,1,"Sa pagka't totoong malulugdin sa bagay na gayon ang gobernadorcillo, ang ginawa niya'y canyang pinil...",26
artificiales,1,"Sa pagka't totoong malulugdin sa bagay na gayon ang gobernadorcillo, ang ginawa niya'y canyang pinil...",26
camacasampong,1,"Maya't maya'y nirerepique ng boong galac ang mga campana, ang mga campana ring iyon ang dumudoblas n...",26
pirotecnico,1,"Mga ruedang may mga bomba at mga ""verso"" (morterete) ang siyang umu-ugong sa impapawid; ipakikita an...",26
castillerong,1,"Mga ruedang may mga bomba at mga ""verso"" (morterete) ang siyang umu-ugong sa impapawid; ipakikita an...",26
cohetes,1,"Mga ruedang may mga bomba at mga ""verso"" (morterete) ang siyang umu-ugong sa impapawid; ipakikita an...",26
tatacbuhan,1,Pagdaca'y nangag tatacbuhan ang mga batang lalaki at nangag-uunahan sa pagtungo sa labas ng bayan up...,26
Sauce,1,"Pinupuri ng mga musico ang canyang marcha funebre ""El Sauce"", at kanilang pinanghihinayang siya'y hi...",26
Pagdacang,1,"Pagdacang tumitiguil ang musica'y nasasaulo na nila ang tugtuguing kanilang narinig, kanilang inuuli...",26
musica'y,1,"Pagdacang tumitiguil ang musica'y nasasaulo na nila ang tugtuguing kanilang narinig, kanilang inuuli...",26
cakinisan,1,"Pagdacang tumitiguil ang musica'y nasasaulo na nila ang tugtuguing kanilang narinig, kanilang inuuli...",26
magchocolate,1,Ngunit magchocolate kayo....,26
cacaw,1,"Hindi tayo aanitan ni kapitang Tiago, na gaya ng taong nagdaan: tatatlong misa de gracia ang canyang...",26
magbabangca,1,—Magsesermon sa umaga si pari Damaso at pagcagabi kasama nating siya'y magbabangca....,26
inaacma,1,At inaacma ng matabang tao ang canyang mga daliring wari'y nabibilang ng salapi....,26
tagabundoc,1,Sa labas ng bayan ang nangyayari nama'y nabibihis ang mga tagabundoc ng lalong magagaling nilang pan...,26
Cumacalairit,1,"Cumacalairit ang mga ""polea"", umaalingawngaw ang mga sigawan, ang mataguinting na tunog ng batong ni...",26
pumupucpoc,1,"Cumacalairit ang mga ""polea"", umaalingawngaw ang mga sigawan, ang mataguinting na tunog ng batong ni...",26
Caramihang,1,Caramihang tao ang dumuducal ng lupa at gumagawa sila ng isang maluang at malalim na hucay naghahana...,26
dumuducal,1,Caramihang tao ang dumuducal ng lupa at gumagawa sila ng isang maluang at malalim na hucay naghahana...,26
cabrestante,1,Caramihang tao ang dumuducal ng lupa at gumagawa sila ng isang maluang at malalim na hucay naghahana...,26
pinacatungcod,1,"—ang isinisigaw ng isang maliit na matandang lalaking ang pagmumukha'y masaya at matalino, na ang ha...",26
canto,1,"—ang isinisigaw ng isang maliit na matandang lalaking ang pagmumukha'y masaya at matalino, na ang ha...",26
carpintero,1,"Iyon ang maestro ng paggawa, si ñor Juang arquitecto, albañil, carpintero, blanqueador, cerrajero, p...",26
cerrajero,1,"Iyon ang maestro ng paggawa, si ñor Juang arquitecto, albañil, carpintero, blanqueador, cerrajero, p...",26
escultor,1,"Iyon ang maestro ng paggawa, si ñor Juang arquitecto, albañil, carpintero, blanqueador, cerrajero, p...",26
macapagtatrabajo,1,¡Hindi macapagtatrabajo bucas at gagawin na ang ceremonia sa macalawa!...,26
maipasoc,1,—¡Gawin ninyo ang hoyo sa isang paraang maipasoc na angcap na angcap ang tila hihip na ito!...,26
parisucat,1,—ang sinasabi sa ilang mga picapedrero na nangagpapakinis ng isang malaking batong parisucat;—¡sa lo...,26
palaciong,1,Ito'y maguiguing isang palaciong may dalawang pinacapacpac; ucol ang isa sa mga batang lalaki at ang...,26
pinacapacpac,1,Ito'y maguiguing isang palaciong may dalawang pinacapacpac; ucol ang isa sa mga batang lalaki at ang...,26
centimentro,1,Tatlong metro at pitompo't limang centimentro....,26
mangagtacbuhan,1,Itinatalaga ang capatagang iyang lampaslampasan ang hangin upang diyan mangagtacbuhan at mangaglucsu...,26
mangaglucsuhan,1,Itinatalaga ang capatagang iyang lampaslampasan ang hangin upang diyan mangagtacbuhan at mangaglucsu...,26
columpio,1,"Magcacaroon ang mga batang babae ng halamanang may mga uupan, mga ""columpio"", mga cacahuyan at ng do...",26
macarapaglaro,1,"Magcacaroon ang mga batang babae ng halamanang may mga uupan, mga ""columpio"", mga cacahuyan at ng do...",26
comba,1,"Magcacaroon ang mga batang babae ng halamanang may mga uupan, mga ""columpio"", mga cacahuyan at ng do...",26
papagtutungcuing,1,—Sa ganang akin ay napacarami namang kahoy ang gamit na iyan sa isang cabria—ang canyang sinabi sa i...,26
papagcapitcapitin,1,—Sa ganang akin ay napacarami namang kahoy ang gamit na iyan sa isang cabria—ang canyang sinabi sa i...,26
cabriang,1,¡Makikita ninyo kung ano ang cabriang aking itatayo!...,26
nagcacahugpong,1,"Sa dakong malayolayo roo'y may natatanawang kiosko, na nagcacahugpong sa pamamag-itan ng isang balag...",26
pagcacasulat,1,—¡Pagsicapan ninyong uminam ang pagcacasulat ng mga letra!...,26
pinacaganting,1,Darating bucas ang ilang bagay na ipamamahagui sa inyong pinacaganting pala.......,26
carritong,1,—Hindi tumatanggap ng bayad ang aking ama sa tatlong carritong buhanging dinala rito....,26
Ipinangaco,1,"—Ipinangaco ng aking tiong siya ang magbabayad sa isang maestro,—ang idinugtong ng pamangkin ni kapi...",26
magbebendicion,1,"Hiningi ng curang siya ang mag-aamang-binyag at magbebendicion sa paglalagay ng unang bato, pagdiriw...",26
cuculangin,1,"Mayroon pa, sinabi ni hermana Rufa, ang mayaman at mapag-impoc na babaeng sacali't cuculangin ng sal...",26
pagcacasunduang,1,"Mayroon pa, sinabi ni hermana Rufa, ang mayaman at mapag-impoc na babaeng sacali't cuculangin ng sal...",26
macucuhang,1,"—Wala tayong macucuhang mahalagang bagay, sa pagka't hindi ako mayaman at hindi naman simbahan ang b...",26
magcacagugol,1,Bucod sa rito'y hindi ko ipinangacong aking itatayo ang bahay na itong iba ang magcacagugol....,26
magcaminsan,1,"Pinagtatakhan siya at guinagawang uliran ng mga binata, ng mga estudianteng galing Maynilang pumaroo...",26
catalinuhang,1,Kung gaano ang galing ni Baltazar sa pagka poeta ay gayon din sa catalinuhang umisip....,26
capalaluang,1,"Nakikilala natin ang may bahay; ang canyang hilig sa caparangalanan, at dapat na hiyain ng canyang c...",27
macapangibabaw,1,May isa pang cadahilanang sa kanya'y pumipilit na pagsicapan niyang siya'y macapangibabaw na lubos s...,27
articulong,1,At siya nga naman: hinandugan ang canyang mamanugangin ng isa sa lalong mga dalubasang pamahayagan s...,27
mapagcaawang,1,"Tinawag siyang ""marilag na binata at mayamang mamumuhunan;"" pagkatapos ng dalawang renglon ay sinabi...",27
pagcagugulan,1,"Nag-aalab ang loob ni kapitang Tiago sa magandang pakikipag-unahan sa gawang magaling, at canyang in...",27
paghalic,1,Dumating si kapitang Tiago ng araw rin ng vispera: paghalic sa kanya ng kamay ng canyang anak na bab...,27
relicariong,1,Dumating si kapitang Tiago ng araw rin ng vispera: paghalic sa kanya ng kamay ng canyang anak na bab...,27
magcawatasan,1,Bucod sa roo'y ibig kong kayo at si pari Damaso'y magcawatasan.......,27
catabilang,1,"Sa culang pang labing limang araw ay nanag-uli sa kanya yaong lubos na pagpapalagay ng loob, yaong c...",27
pagcaalis,1,"Sa culang pang labing limang araw ay nanag-uli sa kanya yaong lubos na pagpapalagay ng loob, yaong c...",27
nagcacapacpac,1,"Sa culang pang labing limang araw ay nanag-uli sa kanya yaong lubos na pagpapalagay ng loob, yaong c...",27
Cumikislap,1,Cumikislap ang bagong buhay sa boong cataohan ng dalaga: pawang magaling at maganda ang canyang ting...,27
Nangaglalacaran,1,"Nangaglalacaran sa mga daan ang mga insic, mga kastila, mga filipinong may suot europeo o suot tagal...",27
Nangagcacahalohalo,1,"Nangagcacahalohalo sa paglacad, na nangagcacasicuhan at nangagtutulacan ang mga alilang lalaking may...",27
nangagcacasicuhan,1,"Nangagcacahalohalo sa paglacad, na nangagcacasicuhan at nangagtutulacan ang mga alilang lalaking may...",27
nangagtutulacan,1,"Nangagcacahalohalo sa paglacad, na nangagcacasicuhan at nangagtutulacan ang mga alilang lalaking may...",27
matahac,1,"Nangagcacahalohalo sa paglacad, na nangagcacasicuhan at nangagtutulacan ang mga alilang lalaking may...",27
cochero'y,1,"Nangagcacahalohalo sa paglacad, na nangagcacasicuhan at nangagtutulacan ang mga alilang lalaking may...",27
macapaghawi,1,"Nangagcacahalohalo sa paglacad, na nangagcacasicuhan at nangagtutulacan ang mga alilang lalaking may...",27
macasama,1,"—Pumanhic muna kayong sandali upang ako'y macasama sa inyo,—ang sinasabi niya....",27
cakilalang,1,Nababagot ako sa pakikipanayam sa gayong caraming hindi ko mga cakilalang walang pinag-uusapan kung ...,27
Nangagsipanhic,1,Nangagsipanhic sila....,27
pagcahanga,1,"Nangagpauna ang ilan upang bumati kay Ibarra, na kilala, ang pangalan ng lahat; kanilang pinagmamasd...",27
costas,1,"Datapwa't sa pagka't aayaw pumayag si Ibarra sa gayong bagay, ipinakiusap naman ni kapitang Basilion...",27
Pinagsisicapan,1,"Pinagsisicapan ng hindi paring sa kanila'y nakikipanayam, na kanilang gagarin ang lahat ng ginagawa ...",27
cailaw,1,"Natangi sa lahat ng mga bahay ang isang walang cailaw-ilaw, at hindi man lamang bucas ang mga bintan...",27
Nagtaca,1,Nagtaca sa bagay na ito si Maria Clara....,27
colera,1,Pabayaan mong dumating ang colera at makikita mong siya'y mag-aanyaya....,27
pinagcacantahan,1,"Hindi niya natapos ang sinasabi; sa suloc ng plaza na pinagcacantahan ng isang bulag na lalaki, na i...",27
catono,1,"Hindi niya natapos ang sinasabi; sa suloc ng plaza na pinagcacantahan ng isang bulag na lalaki, na i...",27
Carukharukhaang,1,Carukharukhaang mga panyapac ang nacasuut sa canyang mga paa....,27
pagcalayo,1,"Inilalagay sa lupa ang isang baculan, at pagkatapos ay lumalayo't nagsasalita ng mga cacaibang tinig...",27
malulungccot,1,"Pagka wala ng lumalapit na sino man, nangagsisilabas sa mga cadilimang iyon ang ibang mga tinig na l...",27
nacalulunos,1,"Pagka wala ng lumalapit na sino man, nangagsisilabas sa mga cadilimang iyon ang ibang mga tinig na l...",27
